RCT_ID,Title,Primary Investigator,DOI Number,First registered on,RCT_ID_num
AEARCTR-0001707,Incentives for Accurate Diagnosis: Improving Health Care Quality in Mali,Simone Schaner,10.1257/rct.1707-1.0,2016-10-24,1707
AEARCTR-0001708,Colombia Mobile Victims Unit Impact Evaluation,Juan Vargas,10.1257/rct.1708-3.0,2016-10-31,1708
AEARCTR-0001709,Understanding the Motivation of Organ Donors in the Iranian Organ Market,Daniel Sgroi,10.1257/rct.1709-1.0,2017-07-25,1709
AEARCTR-0001712,Texting for Nutrition,Megan Rounseville,10.1257/rct.1712-3.0,2016-10-27,1712
AEARCTR-0001714,Efficient Private Takings,Kevin McCabe,10.1257/rct.1714-2.0,2016-10-27,1714
AEARCTR-0001747,Social Networks and the Decision to Insure in China,Jing Cai,10.1257/rct.1747-1.0,2016-11-06,1747
AEARCTR-0001748,Nudging Farmers to Use Fertilizer: Experimental Evidence from Kenya,Jonathan Robinson,10.1257/rct.1748-1.0,2016-11-01,1748
AEARCTR-0001749,Improving Early-Grade Reading in South Africa,Jacobus Cilliers,10.1257/rct.1749-1.0,2016-10-31,1749
AEARCTR-0001750,Rates of Return to Fertilizer: Evidence from Field Experiments in Kenya,Jonathan Robinson,10.1257/rct.1750-1.0,2016-11-01,1750
AEARCTR-0001751,Community Incentives to Promote Infant and Maternal Health in Indigenous Areas in Panama (PACO: Programa de Apoyos Comunitarios),Paloma Acevedo,10.1257/rct.1751-3.0,2016-12-01,1751
AEARCTR-0001752,Xenophobia and Social Desirability: MTurk Online Survey,Stefano Fiorin,10.1257/rct.1752-3.0,2016-10-30,1752
AEARCTR-0001753,Efficiency and Rent Seeking in Local Government in India,Greg Fischer,10.1257/rct.1753-1.0,2017-01-11,1753
AEARCTR-0001754,"Reducing prejudice and discrimination towards refugees in Germany –
Testing the effect of direct contact through joint dinners
",Peter Pütz,10.1257/rct.1754-4.0,2016-10-31,1754
AEARCTR-0001757," Information Disclosure, Cognitive Biases and Payday Borrowing",Marianne Bertrand,10.1257/rct.1757-1.0,2017-02-07,1757
AEARCTR-0001758,Pay for Performance – Evidence from a large discount retailer v2,Timo Vogelsang,10.1257/rct.1758-1.0,2016-11-02,1758
AEARCTR-0001759,Increasing Charitable Giving by Mobile Phone: A Fund-raising Field Experiment,Adriaan Soetevent,10.1257/rct.1759-11.2,2016-11-05,1759
AEARCTR-0001760,Learning Communities Demonstration,Mary Visher,10.1257/rct.1760-1.0,2016-11-21,1760
AEARCTR-0001761,Performance-Based Scholarship Demonstration,Colleen Sommo,10.1257/rct.1761-1.0,2017-05-26,1761
AEARCTR-0001762,SaveUSA Evaluation,Gayle Hamilton,10.1257/rct.1762-1.0,2016-12-07,1762
AEARCTR-0001763,Primary Education Management in Madagascar,Paul Glewwe,10.1257/rct.1763-1.0,2016-11-30,1763
AEARCTR-0001764,Employment Retention and Advancement Project--U.K.,James Riccio,10.1257/rct.1764-1.0,2018-01-21,1764
AEARCTR-0001766,Pre-Analysis Plan: Political Parties and Voting in Ecuador,Mathias Poertner,10.1257/rct.1766-1.0,2016-11-03,1766
AEARCTR-0001767,Opportunity NYC--Family Rewards Demonstration,James Riccio,10.1257/rct.1767-1.0,2018-01-21,1767
AEARCTR-0001770,Gossip: Identifying Central Individuals in a Social Network,Esther  Duflo,10.1257/rct.1770-1.0,2016-11-27,1770
AEARCTR-0001772,Improving school preparedness and child health outcomes through Integrated Child Development Services (ICDS) in Tamil Nadu,Karthik Muralidharan,10.1257/rct.1772-3.1,2017-02-16,1772
AEARCTR-0001773,Moral Self-Concept and Charitable Giving,Justin Abraham,10.1257/rct.1773-3.0,2016-11-07,1773
AEARCTR-0001774,"Gender Norms, the Dating Market, and Job Search: A Second Experiment",Amanda Pallais,10.1257/rct.1774-2.0,2016-11-07,1774
AEARCTR-0001775,Role of Beliefs on Study Effort,Fulya Ersoy,10.1257/rct.1775-6.0,2017-03-17,1775
AEARCTR-0001778,Estimating the Impacts of Volunteer vs. Paraprofessional Community Worker Interventions among Conditional Cash Transfer Recipients in the Dominican Republic,Seth Garz,10.1257/rct.1778-1.0,2016-11-15,1778
AEARCTR-0001779,Can Teacher Peer Feedback Improve Test Scores? Evidence from an RCT in 182 Schools,Felix Weinhardt,10.1257/rct.1779-1.0,2016-11-24,1779
AEARCTR-0001780,Present Bias and Nudges - Field Evidence from a MOOC,Sylvi Rzepka,10.1257/rct.1780-1.0,2016-11-10,1780
AEARCTR-0001781,Liquidity vs Present Value Effects in Distressed Debt Restructuring,Deniz Aydin,10.1257/rct.1781-1.0,2018-04-11,1781
AEARCTR-0001782,Humanitarian Aid and Natural Disasters: An Impact Evaluation in Pakistan,Alexandra Avdeenko,10.1257/rct.1782-1.0,2016-11-23,1782
AEARCTR-0001783,Unconscious Bias in Hiring in the Australian Public Service: Evidence from a Framed Field Experiment in Shortlisting of Job Candidates,Michael Hiscox,10.1257/rct.1783-3.0,2016-11-22,1783
AEARCTR-0001784,Two Approaches to Community Development,Katherine Casey,10.1257/rct.1784-4.1,2016-11-16,1784
AEARCTR-0001788,Price and Control Elasticities of Demand for Savings in the Philippines,Dean Karlan,10.1257/rct.1788-1.0,2017-04-11,1788
AEARCTR-0001790,The Effect of Mobile Money on Adopters' Social Networks,Cynthia Kinnan,10.1257/rct.1790-1.0,2016-11-18,1790
AEARCTR-0001793,The Value of Health Insurance: A Field Experiment in India,Cynthia Kinnan,10.1257/rct.1793-4.0,2016-12-16,1793
AEARCTR-0001794,The impacts of productive conditional cash transfers on households in Nicaragua ,Karen Macours,10.1257/rct.1794-3.1,2016-12-18,1794
AEARCTR-0001795,Consumer Response to New Retirement Income Products: A Test Alternative Methods for Presenting Key Information,Michael Hiscox,10.1257/rct.1795-3.0,2016-12-02,1795
AEARCTR-0001796,Determining Optimal Subsidy Levels for Agricultural Insurance Take-up in China,Jing Cai,10.1257/rct.1796-1.0,2016-11-28,1796
AEARCTR-0001798,Consulting and Capital Experiments with Microenterprise Tailors in Ghana,Dean Karlan,10.1257/rct.1798-1.0,2017-04-11,1798
AEARCTR-0001799,The Economic and Social Integration of Refugees in Germany: Evidence from a Field Experiment,Yvonne Giesing,10.1257/rct.1799-1.0,2016-11-20,1799
AEARCTR-0001801,An online voter registration experiment with Indian citizens living abroad,Rahul Verma,10.1257/rct.1801-1.0,2016-11-22,1801
AEARCTR-0001803,Impact of family planning and business trainings on private sector health providers: Results from an RCT in Nigeria,Cynthia Kinnan,10.1257/rct.1803-1.0,2016-11-25,1803
AEARCTR-0001806,Power Dynamics in Traditional Households,Benedetta Lerva,10.1257/rct.1806-2.0,2016-11-23,1806
AEARCTR-0001808,Parents’ Beliefs and Children’s Education: Experimental Evidence from Malawi,Rebecca Dizon-Ross,10.1257/rct.1808-1.0,2018-04-13,1808
AEARCTR-0001809,A Lab-in-the-field experiment on Community Decision-Making in Bangladesh,Selene Ghisolfi,10.1257/rct.1809-9.0,2016-11-27,1809
AEARCTR-0001811,Do Sexual Consent Workshops Promote more Positive Attitudes and Behavioural Intentions Toward Consent? A Randomised Control Trial Among College Students,Charlotte Silke,10.1257/rct.1811-1.0,2016-11-28,1811
AEARCTR-0001812,Finding Missing Markets: An Agricultural Brokerage Intervention in Kenya,Dean Karlan,10.1257/rct.1812-1.0,2016-12-12,1812
AEARCTR-0001813,Deposit Collectors in the Philippines,Dean Karlan,10.1257/rct.1813-1.0,2017-02-07,1813
AEARCTR-0001814,Bank-Insured RoSCA for Microfinance: Experimental Evidence in Poor Egyptian Villages,Dean Karlan,10.1257/rct.1814-1.0,2016-12-06,1814
AEARCTR-0001816,"The effect of demonstration plots and the warehouse receipt system on ISFM adoption, yield and income of smallholder farmers: a study from Malawi’s Anchor Farms",Annemie Maertens,10.1257/rct.1816-5.1,2016-11-30,1816
AEARCTR-0001817,The wisdom of crowds in equity crowdfunding,Nir Vulkan,10.1257/rct.1817-1.0,2017-05-18,1817
AEARCTR-0001818,Designing Incentives to Combat Urban Diabetes in India,Rebecca Dizon-Ross,10.1257/rct.1818-1.5,2017-01-24,1818
AEARCTR-0001820,Can Vouchers Reduce Elite Capture of Local Development Projects? Experimental Evidence from the Solomon Islands,Ariel BenYishay,10.1257/rct.1820-1.0,2016-11-30,1820
AEARCTR-0001821,Mission Kakatiya: Impact Evaluation of Minor Irrigation Tank Rehabilitation in Telangana,Anup Malani,10.1257/rct.1821-5.0,2016-12-01,1821
AEARCTR-0001823,How Important are Firm Visits for High School Students? Evidence from a Randomized-Control Trial,Alexandra Avdeenko,10.1257/rct.1823-2.0,2016-12-02,1823
AEARCTR-0001824,"Transaction Costs, Bargaining Power, and Savings Account Use in Kenya",Simone Schaner,10.1257/rct.1824-1.0,2017-01-22,1824
AEARCTR-0001826,Complementarities of Irrigation and Extension Services in Nepal,Teevrat Garg,10.1257/rct.1826-2.0,2016-12-13,1826
AEARCTR-0001829,How Does Part-time Work Affect Labor Productivity? Evidence from a Field Experiment on Female Data Entry Clerks in Ethiopia,Hyuncheol Kim,10.1257/rct.1829-2.1,2016-12-04,1829
AEARCTR-0001831,"Increasing Economic Diversity at a Flagship University: Results from a Large-Scale, Randomized Trial",Susan Dynarski,10.1257/rct.1831-4.0,2017-04-09,1831
AEARCTR-0001832,Increasing students' aspirations: the impact of a role model on students' educational attainment ,Emma Riley,10.1257/rct.1832-9.0,2016-12-06,1832
AEARCTR-0001833,Behavioral phenotype and response to vaccine exemption regimes: A pilot randomized controlled trial,Alison Buttenheim,10.1257/rct.1833-5.0,2016-12-20,1833
AEARCTR-0001835,Impact of Information Provision of Job Preferences on Placement Outcomes in Low-skilled Labor Markets,Gaurav Chiplunkar,10.1257/rct.1835-2.0,2016-12-17,1835
AEARCTR-0001836,Impact of disbursing microfinance loans on mobile money accounts,Emma Riley,10.1257/rct.1836-5.0,2016-12-07,1836
AEARCTR-0001839,National Evaluation of Welfare-to-Work Strategies (NEWWS),Gayle Hamilton,10.1257/rct.1839-1.0,2018-08-02,1839
AEARCTR-0001840,Measuring Personality Traits and Predicting Loan Default with Experiments and Surveys,Dean Karlan,10.1257/rct.1840-1.0,2017-04-12,1840
AEARCTR-0001841,The Impact of New Products on Ethical Beliefs,Eva Vivalt,10.1257/rct.1841-2.0,2016-12-15,1841
AEARCTR-0001842,Voting to Tell Others,Stefano DellaVigna,10.1257/rct.1842-2.0,2016-12-14,1842
AEARCTR-0001843,Work-progression and Productivity Toolkit: Increasing Work-advancement Opportunities for Female Workers and Improving Productivity in Bangladesh's Garment Industry,Christopher Woodruff,10.1257/rct.1843-5.0,2016-12-14,1843
AEARCTR-0001844,Can Patients' Reports Improve Health Providers' Performance? ,Isaac Mbiti,10.1257/rct.1844-1.0,2017-05-11,1844
AEARCTR-0001845,"A randomized textbooks for homework experiment in primary education in South Kivu, DRC",anders olofsgård,10.1257/rct.1845-1.0,2018-05-08,1845
AEARCTR-0001846,Clinical Decision Support (CDS) for Radiology Imaging: A Randomized Control Trial,Amy Finkelstein,10.1257/rct.1846-5.0,2016-12-14,1846
AEARCTR-0001847,Email reminders and gym attendance,Paul Muller,10.1257/rct.1847-1.0,2016-12-14,1847
AEARCTR-0001848,"Monitoring A, While Hoping for A & B: Experimental Evidence from a Multidimensional Task",Elizabeth Lyons,10.1257/rct.1848-2.0,2016-12-14,1848
AEARCTR-0001849,The Effect of Effectiveness: Donor Response to Aid Effectiveness in a Direct Mail Fundraising Experiment,Dean Karlan,10.1257/rct.1849-1.0,2017-04-11,1849
AEARCTR-0001850,Skin in the Game: The Effect of Recipient Contribution on Charitable Giving,Anya Samek,10.1257/rct.1850-1.0,2016-12-20,1850
AEARCTR-0001852,Financial Incentives as Signals: Experimental Evidence from the Recruitment of Community Health Promoters in rural Uganda,ERIKA DESERRANNO,10.1257/rct.1852-1.0,2016-12-15,1852
AEARCTR-0001853,A Personal Touch- Text Messaging for Loan Repayment,Jonathan Zinman,10.1257/rct.1853-1.0,2017-04-11,1853
AEARCTR-0001854,Research as Leisure: Experimental Evidence on Voluntary Contributions to Science,Elizabeth Lyons,10.1257/rct.1854-7.1,2016-12-19,1854
AEARCTR-0001856,When Castes Collide: A Field Experiment in India,Matt Lowe,10.1257/rct.1856-2.1,2016-12-20,1856
AEARCTR-0001857,Can Innovators Be Created? Experimental Evidence from an Innovation Contest,Elizabeth Lyons,10.1257/rct.1857-1.0,2016-12-21,1857
AEARCTR-0001859,Interfirm Relationships and Business Performance,Jing Cai,10.1257/rct.1859-1.0,2017-01-09,1859
AEARCTR-0001863,Entrepreneur Well-Being and Firm Outcomes in Urban Bangladesh,Paula Lopez-Pena,10.1257/rct.1863-5.0,2016-12-22,1863
AEARCTR-0001864,Inquiry-based teaching methodology training sessions for primary school teachers: impacts on teaching practices and student outcomes,Marc Gurgand,10.1257/rct.1864-1.0,2016-12-23,1864
AEARCTR-0001865,Reading and learning in Middle School,Marc Gurgand,10.1257/rct.1865-1.0,2016-12-23,1865
AEARCTR-0001866,Preferences of Low-Income Voters on Public Education Spending in Brazil,Leonardo Bursztyn,10.1257/rct.1866-1.0,2017-02-01,1866
AEARCTR-0001867,Small and Medium Enterprise Financing and Mentoring Services in Emerging Markets in the Dominican Republic,Antoinette Schoar,10.1257/rct.1867-1.0,2017-01-14,1867
AEARCTR-0001870,Cash in hand and savings decisions,Lisa Spantig,10.1257/rct.1870-10.0,2017-02-21,1870
AEARCTR-0001876,The Effect of Academic Achievement Awards on College Success in Canada,Philip Oreopoulos,10.1257/rct.1876-1.0,2017-01-25,1876
AEARCTR-0001880,Facilitating Savings for Agriculture: Field Experimental Evidence from Malawi,Xavier Gine,10.1257/rct.1880-1.0,2017-01-24,1880
AEARCTR-0001882,Information and take-up of social benefits in France,Marc Gurgand,10.1257/rct.1882-3.0,2017-01-03,1882
AEARCTR-0001886,"Paying for urban services: utility bills, prepaid metering and spending patterns of the poor",Kelsey Jack,10.1257/rct.1886-3.1,2017-01-20,1886
AEARCTR-0001888,Unilateral Facilitation Does Not Raise International Labor Migration from the Philippines,Emily Beam,10.1257/rct.1888-1.0,2017-04-12,1888
AEARCTR-0001889,Training for Productivity: An Experimental Evaluation of Civil Service Reform in Ghana,Imran Rasul,10.1257/rct.1889-4.0,2017-09-24,1889
AEARCTR-0001890,Improving Electoral Integrity with Information and Communications Technology,Michael Callen,10.1257/rct.1890-1.0,2017-01-13,1890
AEARCTR-0001892,Supporting 18-25 Year-Olds Through Long-Term Mentoring Plus Financial Assistance in France (Pass' Accompagnement),Bruno Crepon,10.1257/rct.1892-1.0,2017-03-23,1892
AEARCTR-0001893,Limited Insurance Within the Household in Kenya,Jonathan Robinson,10.1257/rct.1893-1.0,2017-02-22,1893
AEARCTR-0001898,A field experiment on the malleability of willingness to compete,Noemi Peter,10.1257/rct.1898-3.0,2017-01-11,1898
AEARCTR-0001900,Worker Selection in Addis Ababa,Stefano Caria,10.1257/rct.1900-1.0,2017-01-11,1900
AEARCTR-0001902,Effects of Hydrocortisone Administration on Psychological State and Beliefs,Prachi Jain,10.1257/rct.1902-2.0,2017-01-11,1902
AEARCTR-0001903,The aeioTu Longitudinal Randomized Trial,Milagros Nores,10.1257/rct.1903-1.0,2017-01-17,1903
AEARCTR-0001904,Evaluating the Impact of Commitment Savings Accounts Linked to Mobile Money,Tricia Gonwa,10.1257/rct.1904-4.0,2017-03-15,1904
AEARCTR-0001907,Examining the impact and cost-effectiveness of supplementary math courses with a focus on girls on Benin,Markus Olapade,10.1257/rct.1907-1.0,2017-03-28,1907
AEARCTR-0001908,Reading Partners Evaluation,Robin  Jacob,10.1257/rct.1908-2.0,2017-01-19,1908
AEARCTR-0001909,New York City Small Schools of Choice Evaluation,Rebecca Unterman,10.1257/rct.1909-4.0,2017-02-06,1909
AEARCTR-0001913,The Case of College Coaching in the United States,Bruce Sacerdote,10.1257/rct.1913-1.0,2017-01-26,1913
AEARCTR-0001916,Microcredit and Microsavings in Pakistan,Simon Quinn,10.1257/rct.1916-2.0,2017-01-15,1916
AEARCTR-0001917,Career Mentoring for Secondary Students in France (Actenses),Marc Gurgand,10.1257/rct.1917-1.0,2017-03-14,1917
AEARCTR-0001918,"Experimentation, Learning, and Performance in Entrepreneurial Firms",Andrea Contigiani,10.1257/rct.1918-2.0,2017-01-15,1918
AEARCTR-0001920,Bargaining and Anchoring 16-01-2017,Thomas de Haan,10.1257/rct.1920-1.0,2017-01-16,1920
AEARCTR-0001921,Social signals for Prenatal Care and Safe Delivery: Evidence from a Field Experiment in Sierra Leone,Anne Karing,10.1257/rct.1921-1.0,2017-02-02,1921
AEARCTR-0001924,Remittance Responses to Temporary Discounts: A Field Experiment among Central American Migrants,Kate Ambler,10.1257/rct.1924-1.0,2017-04-12,1924
AEARCTR-0001930,"Conditional Subsidies for School Attendance (“Subsidios
Condicionados a la Asistencia Escolar”) in Bogota, Colombia",Felipe Barrera-Osorio,10.1257/rct.1930-1.0,2017-01-23,1930
AEARCTR-0001934,Resolution of Uncertainty through Testing: The Impact of Pregnancy Tests on Reproductive and Maternal Health Beliefs and Behaviors,Rebecca Thornton,10.1257/rct.1934-12.0,2017-06-06,1934
AEARCTR-0001937,"Demand-driven, private sector enforcement of labor law in Bangladesh",Laura Boudreau,10.1257/rct.1937-8.2,2017-02-24,1937
AEARCTR-0001940,Overconfidence and Settlement in a Mexican Labor Court,Joyce Carol Sadka,10.1257/rct.1940-1.0,2017-01-20,1940
AEARCTR-0001942,"Financial Incentives for Students, Parents, and Teachers in Houston, Texas",Roland Fryer,10.1257/rct.1942-1.0,2017-03-27,1942
AEARCTR-0001943,Financial Incentives and Student Achievement: Evidence from Randomized Trials,Roland Fryer,10.1257/rct.1943-1.0,2017-03-27,1943
AEARCTR-0001948,Assessing the Impact of the National Apprenticeship Programme (NAP) in Ghana,Isaac Mbiti,10.1257/rct.1948-2.0,2017-09-07,1948
AEARCTR-0001949,The Short Term Effects of Exercise on Academic Achievement,Mathias Ekström,10.1257/rct.1949-1.0,2017-01-24,1949
AEARCTR-0001950,GirlsRead! Zambia DREAMS Innovation ,Barbara Mensch,10.1257/rct.1950-1.0,2017-02-01,1950
AEARCTR-0001952,Universal Basic Income in Kenya,Tavneet Suri,10.1257/rct.1952-2.1,2018-04-15,1952
AEARCTR-0001953,Evaluation of Conditional Cash Transfers (CCTs) for Immunizations,Rachel Glennerster,10.1257/rct.1953-2.0,2017-11-05,1953
AEARCTR-0001955,The role of informational and credit constraints in sanitation uptake,Bansi Malde,10.1257/rct.1955-3.0,2017-08-04,1955
AEARCTR-0001956,Decision rights in moral dilemmas ,Caroline Stein,10.1257/rct.1956-3.0,2017-01-24,1956
AEARCTR-0001957,Motivation and monitoring in modern higher education,Stephen O'Connell,10.1257/rct.1957-2.0,2017-01-25,1957
AEARCTR-0001958,Primary Care Provider Supply and Patient Outcomes: A Cluster Randomized Trial in Nigeria,Edward Okeke,10.1257/rct.1958-2.1,2017-03-06,1958
